,line,emsg
714,"model.fit(X, y)","ValueError: Expected 2D array, got 1D array instead:
array=[ 90 101 118 120 130 135 145 140 151 116 151 153 151 171 134 165 155 157
 109 111 160 145 145 151 134 122 121  80 131 128 129  87 129 134 107  85
 126 129 126 107  92 126 120 121 105  92 139 121 126 111  91 137 111  84
  86 137  99 113  85 113 129 104 104  90  69 131 100 110  77  73 123  89
  68  80  70 129  90  72 100 102  77  51  55 106  84 125  99 100  90 107
  96  88  87 128  92  82  57  57  56 109  78  63  56  80  54  97  64  47
  88  59  58  73  70  64  58 126  70  71 104  54  65  77  79  74  64 119
  74  59  47  64  93  74  56  50  72 121  76  63  66  56  57  72  61  64
  49  74  65  54  50  53  63  82  56  54  48 124  65  51  53  53  55  53
  56  62  83  65  52  58  60  38  75  54  58  63 129  45  40  56  53  56
  54 100  55  68  62  56  39  65  68  53  54  43  68  63  54  53 115  56
  49  46  45  29  59  50  45  56  40].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
715,"X = df[['kcal'],['temperature']] #一つ選ぶ","TypeError: '(['kcal'], ['temperature'])' is an invalid key"
716,df=sample(150),NameError: name 'sample' is not defined
717,"df['week'] = pd.get_dummies(df['week'], dummy_na=False, columns=['week'])",ValueError: Columns must be same length as key
718,  mi=[x for x in b if a[i]-ab<=b<=a[i]+ab],TypeError: '<=' not supported between instances of 'int' and 'list'
719,"df['kcal','weather','temperature']","KeyError: ('kcal', 'weather', 'temperature')"
720,df['kcal'].discribe(),AttributeError: 'Series' object has no attribute 'discribe'
721,X = df[['precioitation_num']],"KeyError: ""None of [Index(['precioitation_num'], dtype='object')] are in the [columns]"""
722,"X_train, X_test, y_train, y_test = train_test_split(X, y, test_size=0.5, random_state=0)",NameError: name 'train_test_split' is not defined
723,df['kal'].describe,KeyError: 'kal'
724,info(),NameError: name 'info' is not defined
725,"K,S=map(int, input().split())","ValueError: invalid literal for int() with base 10: '7,acr'"
726,"A,B,C=map(int,input().splirt())",AttributeError: 'str' object has no attribute 'splirt'
727,df.groupby('天気')['y'].median(),KeyError: 'Column not found: y'
728,"get_ipython().run_cell_magic('actcoder', 'https://atcoder.jp/contests/abc168/tasks/abc168_b', 'K=int(input())\nS=str(input())\np=S[0:K]\ns=len(S)\nif s<=K:\n  print(S)\nelse:\n  print(p,end="""",\'...\')')",UsageError: Cell magic `%%actcoder` not found.
729,y = df['temprature'],KeyError: 'temprature'
730,"X = df['kcal','tempreature'] ","KeyError: ('kcal', 'tempreature')"
731,"model.fit(X_train,y_train)",ValueError: could not convert string to float: '2014-2-25'
732,"X = df[['week_num'],['weather_num'],['temperature']] ","TypeError: '(['week_num'], ['weather_num'], ['temperature'])' is an invalid key"
733,"X = df[['soldo','kcal','payday','temperature', 'weather_num','week_num', 'precipitation_num','event_num','remarks_num']]","KeyError: ""['soldo'] not in index"""
734,X_train = X_train_all[sample_list],"KeyError: ""None of [Index([        ('c', 'c'),         ('c', ')'),         ('c', 't'),\n               ('c', 'b'),         ('c', 'e'), ('c', 'Backspace'),\n               ('c', '2'),         ('c', 'i'),         ('c', 's'),\n               ('c', 'p'),\n       ...\n               ('g', '*'),         ('g', 'r'),     ('g', 'Enter'),\n       ('g', 'ArrowLeft'),         ('g', ']'),         ('g', 'f'),\n               ('g', 'l'),         ('g', '='),         ('g', 'n'),\n               ('g', 'g')],\n      dtype='object', length=1600)] are in the [columns]"""
735,,"ValueError: `bins` must increase monotonically, when an array"
736,print(ausum),NameError: name 'ausum' is not defined
737,df.head(df['neme']),KeyError: 'neme'
738,print(int(x)),ValueError: invalid literal for int() with base 10: '4 3'
739,"X = df[['week_num'],['weather_num'],['temperature']['kcal']] ","TypeError: list indices must be integers or slices, not str"
740,"X = df[df['soldout','kcal']]  # 価格以外を全て説明変数に","KeyError: ('soldout', 'kcal')"
741,df['precipitaion'].value_counts(),KeyError: 'precipitaion'
742,"df[['kcal','weather_num','tempreture']]","KeyError: ""['weather_num', 'tempreture'] not in index"""
743,"X = df['y','soldout'] ","KeyError: ('y', 'soldout')"
744,X_train = X_train_all[k_l_column[1:]],"KeyError: '[\'a → g\', \'a → f\', \'a → h\', \'a → .\', \'a → 0\', \'a → *\', \'a → >\', \'a → x\', \'a → Enter\', \'a → ""\', \'a → ,\', \'a → c\', \'a → e\', \'a → d\', \'a → SPACE\', \'a → o\', \'a → /\', \'a → ]\', \'a → Shift\', \'a → w\', \'a → =\', \'a → 2\', \'a → p\', \'a → u\', \'a → )\', \'a → (\', \'ArrowRight → g\', \'ArrowRight → r\', \'ArrowRight → *\', \'ArrowRight → s\', \'ArrowRight → >\', \'ArrowRight → ""\', \'ArrowRight → c\', \'ArrowRight → d\', \'ArrowRight → n\', \'ArrowRight → l\', \'ArrowRight → =\', \'ArrowRight → 2\', \'ArrowRight → u\', \'ArrowRight → )\', \'ArrowRight → (\', \'g → g\', \'g → f\', \'g → r\', \'g → .\', \'g → 0\', \'g → *\', \'g → s\', \'g → m\', \'g → >\', \'g → x\', \'g → ""\', \'g → ,\', \'g → b\', \'g → c\', \'g → d\', \'g → n\', \'g → l\', \'g → /\', \'g → ]\', \'g → y\', \'g → w\', \'g → =\', \'g → 2\', \'g → p\', \'g → )\', \'g → (\', \'f → a\', \'f → f\', \'f → r\', \'f → t\', \'f → .\', \'f → ArrowLeft\', \'f → 0\', \'f → *\', \'f → s\', \'f → m\', \'f → >\', \'f → Enter\', \'f → ""\', \'f → ,\', \'f → b\', \'f → c\', \'f → e\', \'f → d\', \'f → n\', \'f → l\', \'f → [\', \'f → /\', \'f → ]\', \'f → y\', \'f → w\', \'f → =\', \'f → 2\', \'f → p\', \'f → u\', \'f → )\', \'f → (\', \'Backspace → *\', \'Backspace → =\', \'Backspace → (\', \'r → r\', \'r → .\', \'r → 0\', \'r → *\', \'r → m\', \'r → >\', \'r → x\', \'r → Enter\', \'r → ""\', \'r → ,\', \'r → b\', \'r → c\', \'r → d\', \'r → l\', \'r → [\', \'r → /\', \'r → ]\', \'r → y\', \'r → w\', \'r → =\', \'r → 2\', \'r → p\', \'r → )\', \'r → (\', \'t → r\', \'t → 0\', \'t → *\', \'t → >\', \'t → x\', \'t → ""\', \'t → ,\', \'t → b\', \'t → d\', \'t → o\', \'t → l\', \'t → [\', \'t → ]\', \'t → w\', \'t → =\', \'t → 2\', \'t → u\', \'t → )\', \'t → (\', \'h → a\', \'h → h\', \'h → ArrowLeft\', \'h → 0\', \'h → *\', \'h → m\', \'h → >\', \'h → x\', \'h → Enter\', \'h → ""\', \'h → b\', \'h → c\', \'h → d\', \'h → n\', \'h → o\', \'h → l\', \'h → [\', \'h → ]\', \'h → =\', \'h → 2\', \'h → p\', \'h → u\', \'h → )\', \'h → (\', \'. → a\', \'. → g\', \'. → f\', \'. → r\', \'. → t\', \'. → h\', \'. → .\', \'. → ArrowLeft\', \'. → 0\', \'. → *\', \'. → m\', \'. → >\', \'. → x\', \'. → Enter\', \'. → ""\', \'. → ,\', \'. → b\', \'. → c\', \'. → e\', \'. → n\', \'. → l\', \'. → [\', \'. → /\', \'. → ]\', \'. → y\', \'. → w\', \'. → =\', \'. → 2\', \'. → )\', \'. → (\', \'ArrowLeft → g\', \'ArrowLeft → *\', \'ArrowLeft → >\', \'ArrowLeft → ""\', \'ArrowLeft → b\', \'ArrowLeft → c\', \'ArrowLeft → n\', \'ArrowLeft → l\', \'ArrowLeft → /\', \'ArrowLeft → =\', \'ArrowLeft → 2\', \'ArrowLeft → u\', \'ArrowLeft → )\', \'ArrowLeft → (\', \'0 → a\', \'0 → g\', \'0 → f\', \'0 → r\', \'0 → t\', \'0 → h\', \'0 → .\', \'0 → ArrowLeft\', \'0 → *\', \'0 → s\', \'0 → m\', \'0 → i\', \'0 → >\', \'0 → x\', \'0 → ""\', \'0 → ,\', \'0 → b\', \'0 → c\', \'0 → e\', \'0 → d\', \'0 → n\', \'0 → o\', \'0 → l\', \'0 → [\', \'0 → /\', \'0 → y\', \'0 → w\', \'0 → =\', \'0 → 2\', \'0 → p\', \'0 → u\', \'0 → )\', \'0 → (\', \'* → a\', \'* → f\', \'* → r\', \'* → t\', \'* → .\', \'* → 0\', \'* → *\', \'* → s\', \'* → m\', \'* → i\', \'* → >\', \'* → Enter\', \'* → ""\', \'* → ,\', \'* → b\', \'* → c\', \'* → e\', \'* → d\', \'* → n\', \'* → o\', \'* → l\', \'* → [\', \'* → /\', \'* → ]\', \'* → y\', \'* → w\', \'* → =\', \'* → 2\', \'* → p\', \'* → u\', \'* → )\', \'* → (\', \'s → g\', \'s → f\', \'s → r\', \'s → t\', \'s → h\', \'s → .\', \'s → 0\', \'s → *\', \'s → s\', \'s → m\', \'s → >\', \'s → x\', \'s → Enter\', \'s → ""\', \'s → c\', \'s → /\', \'s → ]\', \'s → y\', \'s → w\', \'s → =\', \'s → 2\', \'s → p\', \'s → )\', \'s → (\', \'m → ArrowRight\', \'m → f\', \'m → r\', \'m → h\', \'m → .\', \'m → ArrowLeft\', \'m → 0\', \'m → *\', \'m → i\', \'m → >\', \'m → x\', \'m → Enter\', \'m → ""\', \'m → ,\', \'m → b\', \'m → c\', \'m → e\', \'m → d\', \'m → SPACE\', \'m → o\', \'m → l\', \'m → [\', \'m → /\', \'m → ]\', \'m → y\', \'m → =\', \'m → 2\', \'m → p\', \'m → u\', \'m → )\', \'m → (\', \'i → a\', \'i → 0\', \'i → *\', \'i → >\', \'i → ""\', \'i → ,\', \'i → c\', \'i → o\', \'i → l\', \'i → [\', \'i → ]\', \'i → y\', \'i → w\', \'i → =\', \'i → 2\', \'i → )\', \'i → (\', \'> → a\', \'> → ArrowRight\', \'> → g\', \'> → f\', \'> → r\', \'> → t\', \'> → h\', \'> → .\', \'> → ArrowLeft\', \'> → 0\', \'> → *\', \'> → s\', \'> → m\', \'> → i\', \'> → >\', \'> → x\', \'> → Enter\', \'> → ""\', \'> → ,\', \'> → b\', \'> → c\', \'> → e\', \'> → d\', \'> → n\', \'> → o\', \'> → l\', \'> → [\', \'> → /\', \'> → ]\', \'> → y\', \'> → w\', \'> → 2\', \'> → p\', \'> → u\', \'> → )\', \'> → (\', \'x → a\', \'x → g\', \'x → f\', \'x → r\', \'x → t\', \'x → h\', \'x → ArrowLeft\', \'x → 0\', \'x → *\', \'x → s\', \'x → m\', \'x → >\', \'x → Enter\', \'x → ""\', \'x → ,\', \'x → b\', \'x → c\', \'x → e\', \'x → n\', \'x → o\', \'x → l\', \'x → [\', \'x → /\', \'x → ]\', \'x → y\', \'x → w\', \'x → =\', \'x → 2\', \'x → p\', \'x → u\', \'x → )\', \'x → (\', \'Enter → a\', \'Enter → g\', \'Enter → f\', \'Enter → t\', \'Enter → h\', \'Enter → .\', \'Enter → 0\', \'Enter → *\', \'Enter → s\', \'Enter → m\', \'Enter → >\', \'Enter → x\', \'Enter → ""\', \'Enter → ,\', \'Enter → b\', \'Enter → c\', \'Enter → e\', \'Enter → d\', \'Enter → n\', \'Enter → SPACE\', \'Enter → l\', \'Enter → [\', \'Enter → /\', \'Enter → ]\', \'Enter → y\', \'Enter → w\', \'Enter → =\', \'Enter → u\', \'Enter → )\', \'Enter → (\', \'"" → g\', \'"" → f\', \'"" → r\', \'"" → h\', \'"" → 0\', \'"" → *\', \'"" → m\', \'"" → i\', \'"" → >\', \'"" → x\', \'"" → b\', \'"" → c\', \'"" → e\', \'"" → d\', \'"" → n\', \'"" → l\', \'"" → /\', \'"" → y\', \'"" → w\', \'"" → =\', \'"" → u\', \'"" → (\', \', → g\', \', → f\', \', → r\', \', → h\', \', → .\', \', → 0\', \', → *\', \', → m\', \', → i\', \', → >\', \', → x\', \', → Enter\', \', → ""\', \', → b\', \', → c\', \', → e\', \', → d\', \', → n\', \', → o\', \', → l\', \', → [\', \', → /\', \', → ]\', \', → y\', \', → w\', \', → =\', \', → 2\', \', → p\', \', → u\', \', → )\', \', → (\', \'b → ArrowRight\', \'b → g\', \'b → r\', \'b → h\', \'b → .\', \'b → ArrowLeft\', \'b → 0\', \'b → *\', \'b → m\', \'b → >\', \'b → x\', \'b → Enter\', \'b → ""\', \'b → ,\', \'b → b\', \'b → n\', \'b → SPACE\', \'b → o\', \'b → [\', \'b → /\', \'b → ]\', \'b → y\', \'b → Shift\', \'b → w\', \'b → =\', \'b → 2\', \'b → p\', \'b → u\', \'b → )\', \'b → (\', \'c → a\', \'c → ArrowRight\', \'c → g\', \'c → f\', \'c → r\', \'c → t\', \'c → .\', \'c → ArrowLeft\', \'c → 0\', \'c → *\', \'c → s\', \'c → m\', \'c → i\', \'c → >\', \'c → x\', \'c → Enter\', \'c → ""\', \'c → ,\', \'c → b\', \'c → c\', \'c → n\', \'c → l\', \'c → [\', \'c → /\', \'c → ]\', \'c → y\', \'c → Shift\', \'c → w\', \'c → =\', \'c → 2\', \'c → p\', \'c → u\', \'c → )\', \'c → (\', \'e → .\', \'e → 0\', \'e → *\', \'e → m\', \'e → >\', \'e → x\', \'e → ""\', \'e → b\', \'e → c\', \'e → n\', \'e → [\', \'e → ]\', \'e → =\', \'e → 2\', \'e → p\', \'e → )\', \'e → (\', \'d → a\', \'d → ArrowRight\', \'d → g\', \'d → t\', \'d → .\', \'d → ArrowLeft\', \'d → 0\', \'d → *\', \'d → s\', \'d → m\', \'d → >\', \'d → x\', \'d → Enter\', \'d → ""\', \'d → ,\', \'d → b\', \'d → c\', \'d → d\', \'d → n\', \'d → SPACE\', \'d → o\', \'d → l\', \'d → /\', \'d → ]\', \'d → y\', \'d → Shift\', \'d → w\', \'d → =\', \'d → 2\', \'d → p\', \'d → u\', \'d → )\', \'d → (\', \'n → h\', \'n → 0\', \'n → *\', \'n → >\', \'n → x\', \'n → Enter\', \'n → ""\', \'n → ,\', \'n → e\', \'n → d\', \'n → o\', \'n → [\', \'n → /\', \'n → ]\', \'n → w\', \'n → =\', \'n → 2\', \'n → p\', \'n → u\', \'n → )\', \'n → (\', \'SPACE → a\', \'SPACE → r\', \'SPACE → 0\', \'SPACE → >\', \'SPACE → ""\', \'SPACE → b\', \'SPACE → n\', \'SPACE → [\', \'SPACE → ]\', \'SPACE → =\', \'SPACE → 2\', \'SPACE → p\', \'SPACE → )\', \'SPACE → (\', \'o → a\', \'o → g\', \'o → f\', \'o → h\', \'o → .\', \'o → ArrowLeft\', \'o → 0\', \'o → *\', \'o → s\', \'o → >\', \'o → x\', \'o → Enter\', \'o → ""\', \'o → ,\', \'o → b\', \'o → c\', \'o → d\', \'o → n\', \'o → SPACE\', \'o → o\', \'o → l\', \'o → [\', \'o → /\', \'o → ]\', \'o → y\', \'o → Shift\', \'o → w\', \'o → =\', \'o → 2\', \'o → p\', \'o → u\', \'o → )\', \'o → (\', \'l → a\', \'l → ArrowRight\', \'l → g\', \'l → f\', \'l → r\', \'l → t\', \'l → h\', \'l → .\', \'l → ArrowLeft\', \'l → 0\', \'l → *\', \'l → m\', \'l → >\', \'l → x\', \'l → Enter\', \'l → ""\', \'l → ,\', \'l → b\', \'l → c\', \'l → n\', \'l → SPACE\', \'l → o\', \'l → l\', \'l → [\', \'l → /\', \'l → ]\', \'l → y\', \'l → Shift\', \'l → =\', \'l → 2\', \'l → p\', \'l → u\', \'l → )\', \'l → (\', \'[ → a\', \'[ → ArrowRight\', \'[ → g\', \'[ → f\', \'[ → r\', \'[ → t\', \'[ → h\', \'[ → .\', \'[ → *\', \'[ → m\', \'[ → i\', \'[ → >\', \'[ → x\', \'[ → Enter\', \'[ → ""\', \'[ → ,\', \'[ → b\', \'[ → c\', \'[ → e\', \'[ → d\', \'[ → n\', \'[ → SPACE\', \'[ → l\', \'[ → [\', \'[ → /\', \'[ → y\', \'[ → w\', \'[ → =\', \'[ → p\', \'[ → u\', \'[ → )\', \'[ → (\', \'/ → a\', \'/ → ArrowRight\', \'/ → g\', \'/ → f\', \'/ → r\', \'/ → t\', \'/ → .\', \'/ → 0\', \'/ → *\', \'/ → m\', \'/ → i\', \'/ → >\', \'/ → x\', \'/ → Enter\', \'/ → ""\', \'/ → ,\', \'/ → b\', \'/ → c\', \'/ → e\', \'/ → d\', \'/ → n\', \'/ → o\', \'/ → l\', \'/ → [\', \'/ → ]\', \'/ → y\', \'/ → w\', \'/ → =\', \'/ → p\', \'/ → u\', \'/ → )\', \'/ → (\', \'] → a\', \'] → g\', \'] → f\', \'] → r\', \'] → t\', \'] → h\', \'] → 0\', \'] → *\', \'] → s\', \'] → m\', \'] → i\', \'] → >\', \'] → x\', \'] → ""\', \'] → b\', \'] → c\', \'] → e\', \'] → d\', \'] → n\', \'] → SPACE\', \'] → o\', \'] → l\', \'] → /\', \'] → ]\', \'] → y\', \'] → w\', \'] → =\', \'] → 2\', \'] → p\', \'] → u\', \'] → )\', \'] → (\', \'y → a\', \'y → g\', \'y → f\', \'y → r\', \'y → h\', \'y → .\', \'y → 0\', \'y → *\', \'y → s\', \'y → m\', \'y → i\', \'y → >\', \'y → x\', \'y → ""\', \'y → ,\', \'y → b\', \'y → c\', \'y → d\', \'y → n\', \'y → o\', \'y → l\', \'y → [\', \'y → /\', \'y → ]\', \'y → y\', \'y → w\', \'y → =\', \'y → 2\', \'y → p\', \'y → u\', \'y → )\', \'y → (\', \'Shift → a\', \'Shift → g\', \'Shift → r\', \'Shift → ,\', \'Shift → b\', \'Shift → c\', \'Shift → e\', \'Shift → d\', \'Shift → n\', \'Shift → l\', \'Shift → w\', \'Shift → u\', \'w → a\', \'w → ArrowRight\', \'w → g\', \'w → f\', \'w → r\', \'w → t\', \'w → .\', \'w → ArrowLeft\', \'w → 0\', \'w → *\', \'w → s\', \'w → m\', \'w → >\', \'w → x\', \'w → Enter\', \'w → ""\', \'w → ,\', \'w → b\', \'w → c\', \'w → d\', \'w → n\', \'w → SPACE\', \'w → o\', \'w → [\', \'w → /\', \'w → ]\', \'w → y\', \'w → Shift\', \'w → =\', \'w → 2\', \'w → p\', \'w → u\', \'w → )\', \'w → (\', \'= → a\', \'= → ArrowRight\', \'= → g\', \'= → f\', \'= → r\', \'= → h\', \'= → .\', \'= → 0\', \'= → *\', \'= → s\', \'= → m\', \'= → i\', \'= → >\', \'= → x\', \'= → Enter\', \'= → ""\', \'= → ,\', \'= → b\', \'= → c\', \'= → e\', \'= → d\', \'= → n\', \'= → o\', \'= → l\', \'= → [\', \'= → /\', \'= → ]\', \'= → Shift\', \'= → w\', \'= → 2\', \'= → u\', \'= → )\', \'= → (\', \'2 → a\', \'2 → g\', \'2 → f\', \'2 → r\', \'2 → h\', \'2 → .\', \'2 → 0\', \'2 → *\', \'2 → s\', \'2 → m\', \'2 → i\', \'2 → >\', \'2 → x\', \'2 → ""\', \'2 → ,\', \'2 → b\', \'2 → c\', \'2 → d\', \'2 → n\', \'2 → SPACE\', \'2 → o\', \'2 → l\', \'2 → [\', \'2 → /\', \'2 → ]\', \'2 → y\', \'2 → w\', \'2 → =\', \'2 → 2\', \'2 → p\', \'2 → u\', \'2 → )\', \'2 → (\', \'p → g\', \'p → f\', \'p → h\', \'p → .\', \'p → ArrowLeft\', \'p → 0\', \'p → *\', \'p → m\', \'p → >\', \'p → x\', \'p → Enter\', \'p → ""\', \'p → ,\', \'p → b\', \'p → c\', \'p → d\', \'p → n\', \'p → SPACE\', \'p → l\', \'p → [\', \'p → /\', \'p → ]\', \'p → y\', \'p → Shift\', \'p → =\', \'p → 2\', \'p → )\', \'p → (\', \'u → a\', \'u → ArrowRight\', \'u → r\', \'u → t\', \'u → .\', \'u → 0\', \'u → *\', \'u → s\', \'u → m\', \'u → >\', \'u → x\', \'u → Enter\', \'u → ""\', \'u → ,\', \'u → b\', \'u → c\', \'u → e\', \'u → o\', \'u → l\', \'u → [\', \'u → /\', \'u → ]\', \'u → Shift\', \'u → w\', \'u → =\', \'u → 2\', \'u → )\', \'u → (\', \') → a\', \') → r\', \') → t\', \') → h\', \') → .\', \') → *\', \') → s\', \') → m\', \') → i\', \') → >\', \') → x\', \') → ""\', \') → c\', \') → e\', \') → d\', \') → o\', \') → l\', \') → /\', \') → y\', \') → =\', \') → 2\', \') → p\', \') → u\', \'( → g\', \'( → f\', \'( → r\', \'( → t\', \'( → .\', \'( → 0\', \'( → *\', \'( → i\', \'( → >\', \'( → Enter\', \'( → ""\', \'( → b\', \'( → d\', \'( → n\', \'( → o\', \'( → l\', \'( → /\', \'( → y\', \'( → =\', \'( → p\', \'( → u\'] not in index'"
745,df['weather_num'],KeyError: 'weather_num'
746,df_head,NameError: name 'df_head' is not defined
747,"A,B=map(int,input().split())","ValueError: invalid literal for int() with base 10: '123,456'"
748,df_columns,NameError: name 'df_columns' is not defined
749,x=float(input()),ValueError: could not convert string to float: '4 3'
750,"print('R2(テスト):', r2_score(y_test, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [85, 83]"
751,"plt.scatter(df['payday'], df['tempreture'])",KeyError: 'tempreture'
752,X = df[df.columns[:-1]] ,AttributeError: 'int' object has no attribute 'columns'
753,X_train = X_train_all[sample_list],"KeyError: ""None of [Index([('ArrowRight', 'ArrowRight'),          ('ArrowRight', '='),\n                ('ArrowRight', 'h'),      ('ArrowRight', 'SPACE'),\n                ('ArrowRight', 'b'),          ('ArrowRight', 'r'),\n                ('ArrowRight', ','),          ('ArrowRight', 'g'),\n                ('ArrowRight', 'm'),          ('ArrowRight', ']'),\n       ...\n                         (')', 'f'),                   (')', '0'),\n                         (')', '['),                   (')', 'y'),\n                         (')', 'c'),                   (')', 't'),\n                         (')', 'x'),           (')', 'Backspace'),\n                         (')', 'n'),                   (')', ')')],\n      dtype='object', length=1600)] are in the [columns]"""
754,df['曜日（月～金'].map({,KeyError: '曜日（月～金'
755,"X = df[['df_week','kacl']]  ","KeyError: ""None of [Index(['df_week', 'kacl'], dtype='object')] are in the [columns]"""
756,"A,B=map(int, input().split())","ValueError: invalid literal for int() with base 10: '123,122'"
757,"columns = df['kcal', 'weather_num', 'week_num', 'temperature']","KeyError: ('kcal', 'weather_num', 'week_num', 'temperature')"
758,  pirnt(C*a),NameError: name 'pirnt' is not defined
759,df_uid_all.columns = k_l_column,"ValueError: Length mismatch: Expected axis has 1561 elements, new values have 1601 elements"
760,"model.fit(X_train, y_train)","ValueError: Expected 2D array, got 1D array instead:
array=[396.         404.40963855 435.         408.         426.
 370.         387.         404.40963855 418.         430.
 432.         400.         423.         405.         398.
 415.         426.         400.         415.         333.
 412.         404.40963855 404.40963855 428.         380.
 404.40963855 445.         421.         408.         420.
 384.         404.40963855 410.         430.         394.
 450.         404.40963855 404.40963855 372.         430.
 400.         410.         398.         325.         404.40963855
 404.40963855 414.         409.         438.         425.
 430.         404.40963855 340.         440.         370.
 428.         404.40963855 415.         396.         435.
 420.         377.         404.40963855 404.40963855 386.
 404.40963855 372.         382.         386.         404.
 404.40963855 409.         349.         430.         434.
 400.         418.         376.         396.         404.40963855
 428.         360.         430.         405.         407.
 404.40963855 400.         449.         445.         368.
 426.         423.         404.40963855 426.         413.
 438.         401.         424.         415.         404.
 403.         410.         354.         440.         410.
 418.         412.         376.         441.         430.
 408.         362.         462.         375.         315.
 411.         350.         404.40963855 363.         395.
 370.         392.         404.40963855 432.         392.
 450.         404.40963855 404.40963855 400.         426.
 407.         350.         385.         390.         375.
 404.40963855 404.40963855 404.40963855 385.         393.
 385.         425.         430.         410.        ].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
761,"model.fit(X, y)",ValueError: could not convert string to float: 'なし'
762,"X = df[df['soldout'],df['kcal'],df['temperature']]  # 価格以外を全て説明変数に","TypeError: '(0      0
1      1
2      0
3      1
4      1
      ..
202    1
203    0
204    0
205    1
206    0
Name: soldout, Length: 207, dtype: int64, 0      404
1      404
2      404
3      404
4      404
      ... 
202    408
203    394
204    404
205    404
206    398
Name: kcal, Length: 207, dtype: int64, 0      19.8
1      17.0
2      15.5
3      15.2
4      16.1
       ... 
202    24.8
203    25.4
204    27.1
205    26.6
206    28.1
Name: temperature, Length: 207, dtype: float64)' is an invalid key"
763,"pd.concat([df, df_name], axis=1)",InvalidIndexError: Reindexing only valid with uniquely valued Index objects
764,X = df['tempoture'] #一つ選ぶ,KeyError: 'tempoture'
765,"pd.concat([df.head, df_name], axis=1)",TypeError: cannot concatenate object of type '<class 'method'>'; only Series and DataFrame objs are valid
766,x=float(input().split()),"TypeError: float() argument must be a string or a number, not 'list'"
767,"X = df['kcal','temperature']  # 価格以外を全て説明変数に","KeyError: ('kcal', 'temperature')"
768,"model.fit(X, y)","ValueError: Expected 2D array, got 1D array instead:
array=[404.40963855 404.40963855 404.40963855 404.40963855 404.40963855
 404.40963855 404.40963855 404.40963855 404.40963855 404.40963855
 404.40963855 404.40963855 404.40963855 404.40963855 404.40963855
 404.40963855 404.40963855 404.40963855 404.40963855 404.40963855
 404.40963855 404.40963855 404.40963855 404.40963855 404.40963855
 404.40963855 404.40963855 404.40963855 404.         462.
 435.         440.         376.         450.         415.
 430.         375.         447.         426.         400.
 418.         415.         445.         450.         448.
 460.         445.         430.         420.         435.
 425.         423.         415.         438.         432.
 416.         426.         405.         426.         410.
 408.         396.         384.         436.         428.
 407.         413.         393.         409.         396.
 385.         397.         370.         372.         360.
 382.         400.         392.         372.         350.
 407.         392.         315.         404.40963855 349.
 377.         380.         390.         350.         387.
 353.         376.         362.         404.40963855 340.
 370.         330.         333.         325.         375.
 382.         340.         360.         404.40963855 342.
 368.         415.         420.         415.         405.
 434.         400.         428.         430.         403.
 404.40963855 406.         425.         430.         428.
 400.         430.         423.         414.         438.
 404.40963855 420.         418.         424.         405.
 430.         417.         426.         413.         440.
 404.40963855 440.         427.         426.         430.
 407.         421.         430.         420.         414.
 404.40963855 435.         362.         363.         412.
 432.         354.         370.         388.         386.
 404.40963855 418.         324.         434.         418.
 401.         409.         355.         410.         404.40963855
 432.         449.         441.         386.         380.
 410.         400.         410.         415.         404.40963855
 411.         400.         396.         385.         423.
 405.         404.40963855 412.         400.         410.
 396.         398.         380.         440.         408.
 405.         380.         385.         460.         450.
 385.         404.40963855 438.         430.         395.
 400.         395.         408.         394.         404.40963855
 404.         398.        ].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
769,"Sx,Sy,Gx,Gy=map(int, input().split(),'{:10}'.format(num))",NameError: name 'num' is not defined
770,x=A**b,TypeError: unsupported operand type(s) for ** or pow(): 'str' and 'int'
771,  print(''.join(S[0:5] + '...')),"TypeError: can only concatenate list (not ""str"") to list"
772,"Sx,Sy,Gx,Gy=map(int, input().split())",ValueError: invalid literal for int() with base 10: '2]'
773,"round(""n"" ,num1)",NameError: name 'num1' is not defined
774,X=float(input()),ValueError: could not convert string to float: '42.5-00'
775,"S =list(str, input())","TypeError: list expected at most 1 arguments, got 2"
776,B=str(B),NameError: name 'B' is not defined
777,str(223).split(''),ValueError: empty separator
778,Y=int(X[X.find('')+1]),ValueError: invalid literal for int() with base 10: '.'
779,  A.add(set(x[2:])),TypeError: unhashable type: 'set'
780,  A.add(x[2:]),AttributeError: 'dict' object has no attribute 'add'
