,line,emsg
660,"model.fit(X, y)","ValueError: Expected 2D array, got 1D array instead:
array=[19.8 17.  15.5 15.2 16.1 14.6 17.9 14.7 17.7 12.1 13.8 13.9 13.5 13.8
 14.9  9.1  7.1 11.  12.3 13.9 11.3 10.8  7.8  6.8  8.4 11.5  8.   7.3
  7.3  9.8 10.9  5.1  5.8  2.9  7.   7.8  6.5 10.4  7.4  8.5 10.1  5.1
 12.6 10.3 15.3 14.1 15.9  3.8  3.   4.2  5.5  7.8  6.3  6.4  1.2 11.6
  6.8  7.3  5.4  8.5  6.6 10.5 11.5  8.5 17.7  7.8  8.3  6.1  6.7  7.
  7.6  8.7 14.8 15.2 11.5 14.  18.9 12.6  7.5 17.4 18.9 18.7 12.4 18.5
 17.5 16.1 18.2 14.3 17.8 13.8 20.1 19.  21.3 16.5 16.4 19.7 21.5 20.1
 11.4 16.4 18.8 19.4 19.9 20.8 22.7 17.5 24.  23.3 18.9 21.  23.4 22.7
 18.6 26.  19.3 23.8 22.8 23.9 17.4 19.  19.8 23.9 23.7 25.7 26.  26.9
 30.6 27.  27.5 21.5 19.9 25.  25.5 22.3 21.3 29.5 28.1 27.6 21.9 27.5
 26.5 26.9 23.7 25.2 25.2 25.4 25.5 28.3 28.8 27.  22.1 24.  29.7 24.6
 28.8 33.9 30.9 30.3 30.9 30.1 25.6 30.2 32.  32.5 33.6 28.9 30.4 30.6
 32.5 32.7 32.7 34.3 34.6 32.1 31.1 32.4 29.4 32.2 33.3 33.3 33.  33.1
 26.  26.2 21.  21.6 25.1 23.4 29.1 26.7 26.5 30.2 23.1 26.8 25.  21.9
 27.3 28.8 25.  24.1 23.6 25.2 24.8 25.4 27.1 26.6 28.1].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
661,"X = df[df.columns[""soldout"",""name"",""kcal"",""weather"",""precipitation"",""tempreature""]] ","IndexError: only integers, slices (`:`), ellipsis (`...`), numpy.newaxis (`None`) and integer or boolean arrays are valid indices"
662,df=sample(150),NameError: name 'sample' is not defined
663,X = df[df.columns[dropna(axis=1)]] ,NameError: name 'dropna' is not defined
664,"X = df[['week','kacl']]  ","KeyError: ""['kacl'] not in index"""
665,"model.fit(X, y)","ValueError: Expected 2D array, got 1D array instead:
array=[0 1 0 1 1 1 0 1 0 0 1 1 1 0 0 1 0 0 0 1 0 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 1
 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 0 1 0 1 0 0 1 0 0 1 1 0 1 0 0 0 1
 1 0 1 1 1 0 0 0 1 0 0 1 0 1 1 0 1 1 0 1 0 0 0 0 1 0 1 0 1 0 0 1 0 0 1 0 1
 0 1 1 1 0 1 0 1 1 0 1 0 1 1 0 0 0 0 1 0 1 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0
 1 0 0 1 0 1 0 0 1 0 1 1 1 0 1 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 1 0 0 1 0 0 0
 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
666,"model.fit(X, y)",ValueError: could not convert string to float: '--'
667,X = df[df.dropna(axis=1)] ,"ValueError: Boolean array expected for the condition, not object"
668,"model.fit(X_train, y_train)","ValueError: Expected 2D array, got 1D array instead:
array=[104 134 129 129  99  56 107 111  65  93  86  54 137  54  40  64  66  73
  63  57  53 134  80  70  65 160 139  72  59  64 104 118 113  56  50 121
 151  83  80  49  45  62  39  56 120 128  74  53  56  91  64  90  92  76
  82  69  74 126  73 111 126 125  45 171  48 151 100  78  60  56 145  77
  84  77  53  40  53  88  56 153  54  56  85 113 131 101  65  52 120  97
  56  56 157 126  50  84  55  47 107 131  58  62  82  87  75  59  55 129
  58  61  53  54 128 109  55  45 102 126  50  46  68  72 122  65  51  54
 129 115 107  85  57  90 123 100 126 145 116  80  53 110  68  71 121  58].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
669,"print('R2(テスト):', r2_score(y_test, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [104, 83]"
670,"X = df[['完売フラグ','気温']]  # 価格以外を全て説明変数に","KeyError: ""['完売フラグ'] not in index"""
671,"print('R2(テスト):', r2_score(y_test, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [85, 83]"
672,"X = df[['df_week','kacl']]  ","KeyError: ""None of [Index(['df_week', 'kacl'], dtype='object')] are in the [columns]"""
673,from sklearn.metrics import datetime,ImportError: cannot import name 'datetime' from 'sklearn.metrics' (/usr/local/lib/python3.7/dist-packages/sklearn/metrics/__init__.py)
674,"model.fit(X, y)",ValueError: Found array with dim 4. Estimator expected <= 2.
675,"X = df[['week'],['weather'],['temperature']]  # 価格以外を全て説明変数に","TypeError: '(['week'], ['weather'], ['temperature'])' is an invalid key"
676,df.groupby('天気')['y'].median(),KeyError: 'Column not found: y'
677,"X = df[df.columns[soldout,kcal,payday,temperature]]",NameError: name 'soldout' is not defined
678,df.head(df['neme']),KeyError: 'neme'
679,df_week = show(),NameError: name 'show' is not defined
680,"df['week'] = pd.get_dummies(df['week'], dummy_na=False, columns=['week'])",ValueError: Columns must be same length as key
681,"df.drop('datetime','week', axis=1, inplace=True)",TypeError: drop() got multiple values for argument 'axis'
682,df['week'] = df['df_week'],KeyError: 'df_week'
683,"sns.countplot(x='曜日', data=df)",ValueError: Could not interpret input '曜日'
684,"df.drop('datetie', axis=1, inplace=True)","KeyError: ""['datetie'] not found in axis"""
685,"print('R2(訓練):', r2_score(y_train, model.predict(X_train)))","ValueError: X has 4 features, but LinearRegression is expecting 2 features as input."
686,"X = df[df['soldout','kcal']]  # 価格以外を全て説明変数に","KeyError: ('soldout', 'kcal')"
687,"print('R2(テスト):', r2_score(y_test, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [83, 207]"
688,"df.drop('rewarks', axis=1, inplace=True)","KeyError: ""['rewarks'] not found in axis"""
689,df['曜日（月～金'].map({,KeyError: '曜日（月～金'
690,df['week'] = df['week'].fillna(df['week'].df_week),AttributeError: 'Series' object has no attribute 'df_week'
691,"df.drop('string', axis=1, inplace=True)","KeyError: ""['string'] not found in axis"""
692,df['week'] = df['week'].fillna(df['week'].map()),TypeError: map() missing 1 required positional argument: 'arg'
693,"df.drop('', axis=1, inplace=True)","KeyError: ""[''] not found in axis"""
694,df=df+df[Weather],"KeyError: ""None of [Float64Index([0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, nan, 2.0, 0.0,\n              ...\n              nan, 3.0, 3.0, 2.0, nan, 3.0, 3.0, nan, 0.0, 0.0],\n             dtype='float64', length=207)] are in the [columns]"""
695,"df.drop('precipation', axis=1, inplace=True)","KeyError: ""['precipation'] not found in axis"""
696,df['remark'] = df['remark'].map({,KeyError: 'remark'
697,df['weather_num'],KeyError: 'weather_num'
698,"df[['kcal','wether_num','temperature']]","KeyError: ""['wether_num'] not in index"""
699,"df['kcal','weather','temperature']","KeyError: ('kcal', 'weather', 'temperature')"
700,"df[['week','weather_num','temprature']]","KeyError: ""['weather_num', 'temprature'] not in index"""
701,"X = df[['week_num'],['weather_num'],['temperature']] ","TypeError: '(['week_num'], ['weather_num'], ['temperature'])' is an invalid key"
702,"df[['week','weather_num','temperature']]","KeyError: ""['weather_num'] not in index"""
703,"X = df[['week_num'],['weather_num'],['temperature']['kcal']] ","TypeError: list indices must be integers or slices, not str"
704,"df[['kcal','weather_num','tempreture']]","KeyError: ""['weather_num', 'tempreture'] not in index"""
705,"X = df[['week_num'],['weather_num'],['temperature'],['kcal']] ","TypeError: '(['week_num'], ['weather_num'], ['temperature'], ['kcal'])' is an invalid key"
706,"df[['kcal','weather_num','tempreture']]","KeyError: ""['tempreture'] not in index"""
707,df_columns,NameError: name 'df_columns' is not defined
708,"pd.concat([df.head, df_name], axis=1)",TypeError: cannot concatenate object of type '<class 'method'>'; only Series and DataFrame objs are valid
709,df_head,NameError: name 'df_head' is not defined
710,"pd.concat([df, df_name], axis=1)",InvalidIndexError: Reindexing only valid with uniquely valued Index objects
711,"X = df['kcal','tempreature'] ","KeyError: ('kcal', 'tempreature')"
712,"model.fit(X, y)",ValueError: could not convert string to float: 'なし'
713,"columns = df['kcal', 'weather_num', 'week_num', 'temperature']","KeyError: ('kcal', 'weather_num', 'week_num', 'temperature')"
714,a.dtype,AttributeError: 'DataFrame' object has no attribute 'dtype'
715,df[columns],"ValueError: Boolean array expected for the condition, not int64"
716,info(),NameError: name 'info' is not defined
717,X_train = X_train_all[sample_list],"KeyError: ""None of [Index([        ('c', 'c'),         ('c', ')'),         ('c', 't'),\n               ('c', 'b'),         ('c', 'e'), ('c', 'Backspace'),\n               ('c', '2'),         ('c', 'i'),         ('c', 's'),\n               ('c', 'p'),\n       ...\n               ('g', '*'),         ('g', 'r'),     ('g', 'Enter'),\n       ('g', 'ArrowLeft'),         ('g', ']'),         ('g', 'f'),\n               ('g', 'l'),         ('g', '='),         ('g', 'n'),\n               ('g', 'g')],\n      dtype='object', length=1600)] are in the [columns]"""
718,"get_ipython().run_cell_magic('atcoderhttps://atcoder.jp/contests/abc111/tasks/abc111_a', '', 'n=str(input())\nprint(n.replace(1,9))')",UsageError: Cell magic `%%atcoderhttps://atcoder.jp/contests/abc111/tasks/abc111_a` not found.
719,"get_ipython().run_cell_magic('https://atcoder.jp/contests/abc183/tasks/abc183_a', '', 'def relu(x):\n  return x * (x > 0.0)')",UsageError: Cell magic `%%https://atcoder.jp/contests/abc183/tasks/abc183_a` not found.
720,"  print[0,x]",TypeError: 'function' object is not subscriptable
721,X_train = X_train_all[sample_list],"KeyError: ""None of [Index([('ArrowRight', 'ArrowRight'),          ('ArrowRight', '='),\n                ('ArrowRight', 'h'),      ('ArrowRight', 'SPACE'),\n                ('ArrowRight', 'b'),          ('ArrowRight', 'r'),\n                ('ArrowRight', ','),          ('ArrowRight', 'g'),\n                ('ArrowRight', 'm'),          ('ArrowRight', ']'),\n       ...\n                         (')', 'f'),                   (')', '0'),\n                         (')', '['),                   (')', 'y'),\n                         (')', 'c'),                   (')', 't'),\n                         (')', 'x'),           (')', 'Backspace'),\n                         (')', 'n'),                   (')', ')')],\n      dtype='object', length=1600)] are in the [columns]"""
722,if X%100==0 and X==n0:,NameError: name 'n0' is not defined
723,X_train = X_train_all[k_l],"KeyError: ""None of [Index([         ('a', 'a'), ('a', 'ArrowRight'),          ('a', 'g'),\n                ('a', 'f'),  ('a', 'Backspace'),          ('a', 'r'),\n                ('a', 't'),          ('a', 'h'),          ('a', '.'),\n        ('a', 'ArrowLeft'),\n       ...\n                ('(', ']'),          ('(', 'y'),      ('(', 'Shift'),\n                ('(', 'w'),          ('(', '='),          ('(', '2'),\n                ('(', 'p'),          ('(', 'u'),          ('(', ')'),\n                ('(', '(')],\n      dtype='object', length=1600)] are in the [columns]"""
724,"get_ipython().run_cell_magic('actcoder', 'https://atcoder.jp/contests/abc168/tasks/abc168_b', 'K=int(input())\nS=str(input())\np=S[0:K]\ns=len(S)\nif s<=K:\n  print(S)\nelse:\n  print(p,end="""",\'...\')')",UsageError: Cell magic `%%actcoder` not found.
725,X_train = X_train_all[k_l_column[1:]],"KeyError: '[\'a → g\', \'a → f\', \'a → h\', \'a → .\', \'a → 0\', \'a → *\', \'a → >\', \'a → x\', \'a → Enter\', \'a → ""\', \'a → ,\', \'a → c\', \'a → e\', \'a → d\', \'a → SPACE\', \'a → o\', \'a → /\', \'a → ]\', \'a → Shift\', \'a → w\', \'a → =\', \'a → 2\', \'a → p\', \'a → u\', \'a → )\', \'a → (\', \'ArrowRight → g\', \'ArrowRight → r\', \'ArrowRight → *\', \'ArrowRight → s\', \'ArrowRight → >\', \'ArrowRight → ""\', \'ArrowRight → c\', \'ArrowRight → d\', \'ArrowRight → n\', \'ArrowRight → l\', \'ArrowRight → =\', \'ArrowRight → 2\', \'ArrowRight → u\', \'ArrowRight → )\', \'ArrowRight → (\', \'g → g\', \'g → f\', \'g → r\', \'g → .\', \'g → 0\', \'g → *\', \'g → s\', \'g → m\', \'g → >\', \'g → x\', \'g → ""\', \'g → ,\', \'g → b\', \'g → c\', \'g → d\', \'g → n\', \'g → l\', \'g → /\', \'g → ]\', \'g → y\', \'g → w\', \'g → =\', \'g → 2\', \'g → p\', \'g → )\', \'g → (\', \'f → a\', \'f → f\', \'f → r\', \'f → t\', \'f → .\', \'f → ArrowLeft\', \'f → 0\', \'f → *\', \'f → s\', \'f → m\', \'f → >\', \'f → Enter\', \'f → ""\', \'f → ,\', \'f → b\', \'f → c\', \'f → e\', \'f → d\', \'f → n\', \'f → l\', \'f → [\', \'f → /\', \'f → ]\', \'f → y\', \'f → w\', \'f → =\', \'f → 2\', \'f → p\', \'f → u\', \'f → )\', \'f → (\', \'Backspace → *\', \'Backspace → =\', \'Backspace → (\', \'r → r\', \'r → .\', \'r → 0\', \'r → *\', \'r → m\', \'r → >\', \'r → x\', \'r → Enter\', \'r → ""\', \'r → ,\', \'r → b\', \'r → c\', \'r → d\', \'r → l\', \'r → [\', \'r → /\', \'r → ]\', \'r → y\', \'r → w\', \'r → =\', \'r → 2\', \'r → p\', \'r → )\', \'r → (\', \'t → r\', \'t → 0\', \'t → *\', \'t → >\', \'t → x\', \'t → ""\', \'t → ,\', \'t → b\', \'t → d\', \'t → o\', \'t → l\', \'t → [\', \'t → ]\', \'t → w\', \'t → =\', \'t → 2\', \'t → u\', \'t → )\', \'t → (\', \'h → a\', \'h → h\', \'h → ArrowLeft\', \'h → 0\', \'h → *\', \'h → m\', \'h → >\', \'h → x\', \'h → Enter\', \'h → ""\', \'h → b\', \'h → c\', \'h → d\', \'h → n\', \'h → o\', \'h → l\', \'h → [\', \'h → ]\', \'h → =\', \'h → 2\', \'h → p\', \'h → u\', \'h → )\', \'h → (\', \'. → a\', \'. → g\', \'. → f\', \'. → r\', \'. → t\', \'. → h\', \'. → .\', \'. → ArrowLeft\', \'. → 0\', \'. → *\', \'. → m\', \'. → >\', \'. → x\', \'. → Enter\', \'. → ""\', \'. → ,\', \'. → b\', \'. → c\', \'. → e\', \'. → n\', \'. → l\', \'. → [\', \'. → /\', \'. → ]\', \'. → y\', \'. → w\', \'. → =\', \'. → 2\', \'. → )\', \'. → (\', \'ArrowLeft → g\', \'ArrowLeft → *\', \'ArrowLeft → >\', \'ArrowLeft → ""\', \'ArrowLeft → b\', \'ArrowLeft → c\', \'ArrowLeft → n\', \'ArrowLeft → l\', \'ArrowLeft → /\', \'ArrowLeft → =\', \'ArrowLeft → 2\', \'ArrowLeft → u\', \'ArrowLeft → )\', \'ArrowLeft → (\', \'0 → a\', \'0 → g\', \'0 → f\', \'0 → r\', \'0 → t\', \'0 → h\', \'0 → .\', \'0 → ArrowLeft\', \'0 → *\', \'0 → s\', \'0 → m\', \'0 → i\', \'0 → >\', \'0 → x\', \'0 → ""\', \'0 → ,\', \'0 → b\', \'0 → c\', \'0 → e\', \'0 → d\', \'0 → n\', \'0 → o\', \'0 → l\', \'0 → [\', \'0 → /\', \'0 → y\', \'0 → w\', \'0 → =\', \'0 → 2\', \'0 → p\', \'0 → u\', \'0 → )\', \'0 → (\', \'* → a\', \'* → f\', \'* → r\', \'* → t\', \'* → .\', \'* → 0\', \'* → *\', \'* → s\', \'* → m\', \'* → i\', \'* → >\', \'* → Enter\', \'* → ""\', \'* → ,\', \'* → b\', \'* → c\', \'* → e\', \'* → d\', \'* → n\', \'* → o\', \'* → l\', \'* → [\', \'* → /\', \'* → ]\', \'* → y\', \'* → w\', \'* → =\', \'* → 2\', \'* → p\', \'* → u\', \'* → )\', \'* → (\', \'s → g\', \'s → f\', \'s → r\', \'s → t\', \'s → h\', \'s → .\', \'s → 0\', \'s → *\', \'s → s\', \'s → m\', \'s → >\', \'s → x\', \'s → Enter\', \'s → ""\', \'s → c\', \'s → /\', \'s → ]\', \'s → y\', \'s → w\', \'s → =\', \'s → 2\', \'s → p\', \'s → )\', \'s → (\', \'m → ArrowRight\', \'m → f\', \'m → r\', \'m → h\', \'m → .\', \'m → ArrowLeft\', \'m → 0\', \'m → *\', \'m → i\', \'m → >\', \'m → x\', \'m → Enter\', \'m → ""\', \'m → ,\', \'m → b\', \'m → c\', \'m → e\', \'m → d\', \'m → SPACE\', \'m → o\', \'m → l\', \'m → [\', \'m → /\', \'m → ]\', \'m → y\', \'m → =\', \'m → 2\', \'m → p\', \'m → u\', \'m → )\', \'m → (\', \'i → a\', \'i → 0\', \'i → *\', \'i → >\', \'i → ""\', \'i → ,\', \'i → c\', \'i → o\', \'i → l\', \'i → [\', \'i → ]\', \'i → y\', \'i → w\', \'i → =\', \'i → 2\', \'i → )\', \'i → (\', \'> → a\', \'> → ArrowRight\', \'> → g\', \'> → f\', \'> → r\', \'> → t\', \'> → h\', \'> → .\', \'> → ArrowLeft\', \'> → 0\', \'> → *\', \'> → s\', \'> → m\', \'> → i\', \'> → >\', \'> → x\', \'> → Enter\', \'> → ""\', \'> → ,\', \'> → b\', \'> → c\', \'> → e\', \'> → d\', \'> → n\', \'> → o\', \'> → l\', \'> → [\', \'> → /\', \'> → ]\', \'> → y\', \'> → w\', \'> → 2\', \'> → p\', \'> → u\', \'> → )\', \'> → (\', \'x → a\', \'x → g\', \'x → f\', \'x → r\', \'x → t\', \'x → h\', \'x → ArrowLeft\', \'x → 0\', \'x → *\', \'x → s\', \'x → m\', \'x → >\', \'x → Enter\', \'x → ""\', \'x → ,\', \'x → b\', \'x → c\', \'x → e\', \'x → n\', \'x → o\', \'x → l\', \'x → [\', \'x → /\', \'x → ]\', \'x → y\', \'x → w\', \'x → =\', \'x → 2\', \'x → p\', \'x → u\', \'x → )\', \'x → (\', \'Enter → a\', \'Enter → g\', \'Enter → f\', \'Enter → t\', \'Enter → h\', \'Enter → .\', \'Enter → 0\', \'Enter → *\', \'Enter → s\', \'Enter → m\', \'Enter → >\', \'Enter → x\', \'Enter → ""\', \'Enter → ,\', \'Enter → b\', \'Enter → c\', \'Enter → e\', \'Enter → d\', \'Enter → n\', \'Enter → SPACE\', \'Enter → l\', \'Enter → [\', \'Enter → /\', \'Enter → ]\', \'Enter → y\', \'Enter → w\', \'Enter → =\', \'Enter → u\', \'Enter → )\', \'Enter → (\', \'"" → g\', \'"" → f\', \'"" → r\', \'"" → h\', \'"" → 0\', \'"" → *\', \'"" → m\', \'"" → i\', \'"" → >\', \'"" → x\', \'"" → b\', \'"" → c\', \'"" → e\', \'"" → d\', \'"" → n\', \'"" → l\', \'"" → /\', \'"" → y\', \'"" → w\', \'"" → =\', \'"" → u\', \'"" → (\', \', → g\', \', → f\', \', → r\', \', → h\', \', → .\', \', → 0\', \', → *\', \', → m\', \', → i\', \', → >\', \', → x\', \', → Enter\', \', → ""\', \', → b\', \', → c\', \', → e\', \', → d\', \', → n\', \', → o\', \', → l\', \', → [\', \', → /\', \', → ]\', \', → y\', \', → w\', \', → =\', \', → 2\', \', → p\', \', → u\', \', → )\', \', → (\', \'b → ArrowRight\', \'b → g\', \'b → r\', \'b → h\', \'b → .\', \'b → ArrowLeft\', \'b → 0\', \'b → *\', \'b → m\', \'b → >\', \'b → x\', \'b → Enter\', \'b → ""\', \'b → ,\', \'b → b\', \'b → n\', \'b → SPACE\', \'b → o\', \'b → [\', \'b → /\', \'b → ]\', \'b → y\', \'b → Shift\', \'b → w\', \'b → =\', \'b → 2\', \'b → p\', \'b → u\', \'b → )\', \'b → (\', \'c → a\', \'c → ArrowRight\', \'c → g\', \'c → f\', \'c → r\', \'c → t\', \'c → .\', \'c → ArrowLeft\', \'c → 0\', \'c → *\', \'c → s\', \'c → m\', \'c → i\', \'c → >\', \'c → x\', \'c → Enter\', \'c → ""\', \'c → ,\', \'c → b\', \'c → c\', \'c → n\', \'c → l\', \'c → [\', \'c → /\', \'c → ]\', \'c → y\', \'c → Shift\', \'c → w\', \'c → =\', \'c → 2\', \'c → p\', \'c → u\', \'c → )\', \'c → (\', \'e → .\', \'e → 0\', \'e → *\', \'e → m\', \'e → >\', \'e → x\', \'e → ""\', \'e → b\', \'e → c\', \'e → n\', \'e → [\', \'e → ]\', \'e → =\', \'e → 2\', \'e → p\', \'e → )\', \'e → (\', \'d → a\', \'d → ArrowRight\', \'d → g\', \'d → t\', \'d → .\', \'d → ArrowLeft\', \'d → 0\', \'d → *\', \'d → s\', \'d → m\', \'d → >\', \'d → x\', \'d → Enter\', \'d → ""\', \'d → ,\', \'d → b\', \'d → c\', \'d → d\', \'d → n\', \'d → SPACE\', \'d → o\', \'d → l\', \'d → /\', \'d → ]\', \'d → y\', \'d → Shift\', \'d → w\', \'d → =\', \'d → 2\', \'d → p\', \'d → u\', \'d → )\', \'d → (\', \'n → h\', \'n → 0\', \'n → *\', \'n → >\', \'n → x\', \'n → Enter\', \'n → ""\', \'n → ,\', \'n → e\', \'n → d\', \'n → o\', \'n → [\', \'n → /\', \'n → ]\', \'n → w\', \'n → =\', \'n → 2\', \'n → p\', \'n → u\', \'n → )\', \'n → (\', \'SPACE → a\', \'SPACE → r\', \'SPACE → 0\', \'SPACE → >\', \'SPACE → ""\', \'SPACE → b\', \'SPACE → n\', \'SPACE → [\', \'SPACE → ]\', \'SPACE → =\', \'SPACE → 2\', \'SPACE → p\', \'SPACE → )\', \'SPACE → (\', \'o → a\', \'o → g\', \'o → f\', \'o → h\', \'o → .\', \'o → ArrowLeft\', \'o → 0\', \'o → *\', \'o → s\', \'o → >\', \'o → x\', \'o → Enter\', \'o → ""\', \'o → ,\', \'o → b\', \'o → c\', \'o → d\', \'o → n\', \'o → SPACE\', \'o → o\', \'o → l\', \'o → [\', \'o → /\', \'o → ]\', \'o → y\', \'o → Shift\', \'o → w\', \'o → =\', \'o → 2\', \'o → p\', \'o → u\', \'o → )\', \'o → (\', \'l → a\', \'l → ArrowRight\', \'l → g\', \'l → f\', \'l → r\', \'l → t\', \'l → h\', \'l → .\', \'l → ArrowLeft\', \'l → 0\', \'l → *\', \'l → m\', \'l → >\', \'l → x\', \'l → Enter\', \'l → ""\', \'l → ,\', \'l → b\', \'l → c\', \'l → n\', \'l → SPACE\', \'l → o\', \'l → l\', \'l → [\', \'l → /\', \'l → ]\', \'l → y\', \'l → Shift\', \'l → =\', \'l → 2\', \'l → p\', \'l → u\', \'l → )\', \'l → (\', \'[ → a\', \'[ → ArrowRight\', \'[ → g\', \'[ → f\', \'[ → r\', \'[ → t\', \'[ → h\', \'[ → .\', \'[ → *\', \'[ → m\', \'[ → i\', \'[ → >\', \'[ → x\', \'[ → Enter\', \'[ → ""\', \'[ → ,\', \'[ → b\', \'[ → c\', \'[ → e\', \'[ → d\', \'[ → n\', \'[ → SPACE\', \'[ → l\', \'[ → [\', \'[ → /\', \'[ → y\', \'[ → w\', \'[ → =\', \'[ → p\', \'[ → u\', \'[ → )\', \'[ → (\', \'/ → a\', \'/ → ArrowRight\', \'/ → g\', \'/ → f\', \'/ → r\', \'/ → t\', \'/ → .\', \'/ → 0\', \'/ → *\', \'/ → m\', \'/ → i\', \'/ → >\', \'/ → x\', \'/ → Enter\', \'/ → ""\', \'/ → ,\', \'/ → b\', \'/ → c\', \'/ → e\', \'/ → d\', \'/ → n\', \'/ → o\', \'/ → l\', \'/ → [\', \'/ → ]\', \'/ → y\', \'/ → w\', \'/ → =\', \'/ → p\', \'/ → u\', \'/ → )\', \'/ → (\', \'] → a\', \'] → g\', \'] → f\', \'] → r\', \'] → t\', \'] → h\', \'] → 0\', \'] → *\', \'] → s\', \'] → m\', \'] → i\', \'] → >\', \'] → x\', \'] → ""\', \'] → b\', \'] → c\', \'] → e\', \'] → d\', \'] → n\', \'] → SPACE\', \'] → o\', \'] → l\', \'] → /\', \'] → ]\', \'] → y\', \'] → w\', \'] → =\', \'] → 2\', \'] → p\', \'] → u\', \'] → )\', \'] → (\', \'y → a\', \'y → g\', \'y → f\', \'y → r\', \'y → h\', \'y → .\', \'y → 0\', \'y → *\', \'y → s\', \'y → m\', \'y → i\', \'y → >\', \'y → x\', \'y → ""\', \'y → ,\', \'y → b\', \'y → c\', \'y → d\', \'y → n\', \'y → o\', \'y → l\', \'y → [\', \'y → /\', \'y → ]\', \'y → y\', \'y → w\', \'y → =\', \'y → 2\', \'y → p\', \'y → u\', \'y → )\', \'y → (\', \'Shift → a\', \'Shift → g\', \'Shift → r\', \'Shift → ,\', \'Shift → b\', \'Shift → c\', \'Shift → e\', \'Shift → d\', \'Shift → n\', \'Shift → l\', \'Shift → w\', \'Shift → u\', \'w → a\', \'w → ArrowRight\', \'w → g\', \'w → f\', \'w → r\', \'w → t\', \'w → .\', \'w → ArrowLeft\', \'w → 0\', \'w → *\', \'w → s\', \'w → m\', \'w → >\', \'w → x\', \'w → Enter\', \'w → ""\', \'w → ,\', \'w → b\', \'w → c\', \'w → d\', \'w → n\', \'w → SPACE\', \'w → o\', \'w → [\', \'w → /\', \'w → ]\', \'w → y\', \'w → Shift\', \'w → =\', \'w → 2\', \'w → p\', \'w → u\', \'w → )\', \'w → (\', \'= → a\', \'= → ArrowRight\', \'= → g\', \'= → f\', \'= → r\', \'= → h\', \'= → .\', \'= → 0\', \'= → *\', \'= → s\', \'= → m\', \'= → i\', \'= → >\', \'= → x\', \'= → Enter\', \'= → ""\', \'= → ,\', \'= → b\', \'= → c\', \'= → e\', \'= → d\', \'= → n\', \'= → o\', \'= → l\', \'= → [\', \'= → /\', \'= → ]\', \'= → Shift\', \'= → w\', \'= → 2\', \'= → u\', \'= → )\', \'= → (\', \'2 → a\', \'2 → g\', \'2 → f\', \'2 → r\', \'2 → h\', \'2 → .\', \'2 → 0\', \'2 → *\', \'2 → s\', \'2 → m\', \'2 → i\', \'2 → >\', \'2 → x\', \'2 → ""\', \'2 → ,\', \'2 → b\', \'2 → c\', \'2 → d\', \'2 → n\', \'2 → SPACE\', \'2 → o\', \'2 → l\', \'2 → [\', \'2 → /\', \'2 → ]\', \'2 → y\', \'2 → w\', \'2 → =\', \'2 → 2\', \'2 → p\', \'2 → u\', \'2 → )\', \'2 → (\', \'p → g\', \'p → f\', \'p → h\', \'p → .\', \'p → ArrowLeft\', \'p → 0\', \'p → *\', \'p → m\', \'p → >\', \'p → x\', \'p → Enter\', \'p → ""\', \'p → ,\', \'p → b\', \'p → c\', \'p → d\', \'p → n\', \'p → SPACE\', \'p → l\', \'p → [\', \'p → /\', \'p → ]\', \'p → y\', \'p → Shift\', \'p → =\', \'p → 2\', \'p → )\', \'p → (\', \'u → a\', \'u → ArrowRight\', \'u → r\', \'u → t\', \'u → .\', \'u → 0\', \'u → *\', \'u → s\', \'u → m\', \'u → >\', \'u → x\', \'u → Enter\', \'u → ""\', \'u → ,\', \'u → b\', \'u → c\', \'u → e\', \'u → o\', \'u → l\', \'u → [\', \'u → /\', \'u → ]\', \'u → Shift\', \'u → w\', \'u → =\', \'u → 2\', \'u → )\', \'u → (\', \') → a\', \') → r\', \') → t\', \') → h\', \') → .\', \') → *\', \') → s\', \') → m\', \') → i\', \') → >\', \') → x\', \') → ""\', \') → c\', \') → e\', \') → d\', \') → o\', \') → l\', \') → /\', \') → y\', \') → =\', \') → 2\', \') → p\', \') → u\', \'( → g\', \'( → f\', \'( → r\', \'( → t\', \'( → .\', \'( → 0\', \'( → *\', \'( → i\', \'( → >\', \'( → Enter\', \'( → ""\', \'( → b\', \'( → d\', \'( → n\', \'( → o\', \'( → l\', \'( → /\', \'( → y\', \'( → =\', \'( → p\', \'( → u\'] not in index'"
726,"K,S=map(int, input().split())","ValueError: invalid literal for int() with base 10: '7,acr'"
727,a=sort.a,NameError: name 'sort' is not defined
