,date,line,emsg
232,2022-05-09 05:11:18,"model.fit(X, y)","ValueError: Expected 2D array, got 1D array instead:
array=[6.32000e-03 2.73100e-02 2.72900e-02 3.23700e-02 6.90500e-02 2.98500e-02
 8.82900e-02 1.44550e-01 2.11240e-01 1.70040e-01 2.24890e-01 1.17470e-01
 9.37800e-02 6.29760e-01 6.37960e-01 6.27390e-01 1.05393e+00 7.84200e-01
 8.02710e-01 7.25800e-01 1.25179e+00 8.52040e-01 1.23247e+00 9.88430e-01
 7.50260e-01 8.40540e-01 6.71910e-01 9.55770e-01 7.72990e-01 1.00245e+00
 1.13081e+00 1.35472e+00 1.38799e+00 1.15172e+00 1.61282e+00 6.41700e-02
 9.74400e-02 8.01400e-02 1.75050e-01 2.76300e-02 3.35900e-02 1.27440e-01
 1.41500e-01 1.59360e-01 1.22690e-01 1.71420e-01 1.88360e-01 2.29270e-01
 2.53870e-01 2.19770e-01 8.87300e-02 4.33700e-02 5.36000e-02 4.98100e-02
 1.36000e-02 1.31100e-02 2.05500e-02 1.43200e-02 1.54450e-01 1.03280e-01
 1.49320e-01 1.71710e-01 1.10270e-01 1.26500e-01 1.95100e-02 3.58400e-02
 4.37900e-02 5.78900e-02 1.35540e-01 1.28160e-01 8.82600e-02 1.58760e-01
 9.16400e-02 1.95390e-01 7.89600e-02 9.51200e-02 1.01530e-01 8.70700e-02
 5.64600e-02 8.38700e-02 4.11300e-02 4.46200e-02 3.65900e-02 3.55100e-02
 5.05900e-02 5.73500e-02 5.18800e-02 7.15100e-02 5.66000e-02 5.30200e-02
 4.68400e-02 3.93200e-02 4.20300e-02 2.87500e-02 4.29400e-02 1.22040e-01
 1.15040e-01 1.20830e-01 8.18700e-02 6.86000e-02 1.48660e-01 1.14320e-01
 2.28760e-01 2.11610e-01 1.39600e-01 1.32620e-01 1.71200e-01 1.31170e-01
 1.28020e-01 2.63630e-01 1.07930e-01 1.00840e-01 1.23290e-01 2.22120e-01
 1.42310e-01 1.71340e-01 1.31580e-01 1.50980e-01 1.30580e-01 1.44760e-01
 6.89900e-02 7.16500e-02 9.29900e-02 1.50380e-01 9.84900e-02 1.69020e-01
 3.87350e-01 2.59150e-01 3.25430e-01 8.81250e-01 3.40060e-01 1.19294e+00
 5.90050e-01 3.29820e-01 9.76170e-01 5.57780e-01 3.22640e-01 3.52330e-01
 2.49800e-01 5.44520e-01 2.90900e-01 1.62864e+00 3.32105e+00 4.09740e+00
 2.77974e+00 2.37934e+00 2.15505e+00 2.36862e+00 2.33099e+00 2.73397e+00
 1.65660e+00 1.49632e+00 1.12658e+00 2.14918e+00 1.41385e+00 3.53501e+00
 2.44668e+00 1.22358e+00 1.34284e+00 1.42502e+00 1.27346e+00 1.46336e+00
 1.83377e+00 1.51902e+00 2.24236e+00 2.92400e+00 2.01019e+00 1.80028e+00
 2.30040e+00 2.44953e+00 1.20742e+00 2.31390e+00 1.39140e-01 9.17800e-02
 8.44700e-02 6.66400e-02 7.02200e-02 5.42500e-02 6.64200e-02 5.78000e-02
 6.58800e-02 6.88800e-02 9.10300e-02 1.00080e-01 8.30800e-02 6.04700e-02
 5.60200e-02 7.87500e-02 1.25790e-01 8.37000e-02 9.06800e-02 6.91100e-02
 8.66400e-02 2.18700e-02 1.43900e-02 1.38100e-02 4.01100e-02 4.66600e-02
 3.76800e-02 3.15000e-02 1.77800e-02 3.44500e-02 2.17700e-02 3.51000e-02
 2.00900e-02 1.36420e-01 2.29690e-01 2.51990e-01 1.35870e-01 4.35710e-01
 1.74460e-01 3.75780e-01 2.17190e-01 1.40520e-01 2.89550e-01 1.98020e-01
 4.56000e-02 7.01300e-02 1.10690e-01 1.14250e-01 3.58090e-01 4.07710e-01
 6.23560e-01 6.14700e-01 3.15330e-01 5.26930e-01 3.82140e-01 4.12380e-01
 2.98190e-01 4.41780e-01 5.37000e-01 4.62960e-01 5.75290e-01 3.31470e-01
 4.47910e-01 3.30450e-01 5.20580e-01 5.11830e-01 8.24400e-02 9.25200e-02
 1.13290e-01 1.06120e-01 1.02900e-01 1.27570e-01 2.06080e-01 1.91330e-01
 3.39830e-01 1.96570e-01 1.64390e-01 1.90730e-01 1.40300e-01 2.14090e-01
 8.22100e-02 3.68940e-01 4.81900e-02 3.54800e-02 1.53800e-02 6.11540e-01
 6.63510e-01 6.56650e-01 5.40110e-01 5.34120e-01 5.20140e-01 8.25260e-01
 5.50070e-01 7.61620e-01 7.85700e-01 5.78340e-01 5.40500e-01 9.06500e-02
 2.99160e-01 1.62110e-01 1.14600e-01 2.21880e-01 5.64400e-02 9.60400e-02
 1.04690e-01 6.12700e-02 7.97800e-02 2.10380e-01 3.57800e-02 3.70500e-02
 6.12900e-02 1.50100e-02 9.06000e-03 1.09600e-02 1.96500e-02 3.87100e-02
 4.59000e-02 4.29700e-02 3.50200e-02 7.88600e-02 3.61500e-02 8.26500e-02
 8.19900e-02 1.29320e-01 5.37200e-02 1.41030e-01 6.46600e-02 5.56100e-02
 4.41700e-02 3.53700e-02 9.26600e-02 1.00000e-01 5.51500e-02 5.47900e-02
 7.50300e-02 4.93200e-02 4.92980e-01 3.49400e-01 2.63548e+00 7.90410e-01
 2.61690e-01 2.69380e-01 3.69200e-01 2.53560e-01 3.18270e-01 2.45220e-01
 4.02020e-01 4.75470e-01 1.67600e-01 1.81590e-01 3.51140e-01 2.83920e-01
 3.41090e-01 1.91860e-01 3.03470e-01 2.41030e-01 6.61700e-02 6.72400e-02
 4.54400e-02 5.02300e-02 3.46600e-02 5.08300e-02 3.73800e-02 3.96100e-02
 3.42700e-02 3.04100e-02 3.30600e-02 5.49700e-02 6.15100e-02 1.30100e-02
 2.49800e-02 2.54300e-02 3.04900e-02 3.11300e-02 6.16200e-02 1.87000e-02
 1.50100e-02 2.89900e-02 6.21100e-02 7.95000e-02 7.24400e-02 1.70900e-02
 4.30100e-02 1.06590e-01 8.98296e+00 3.84970e+00 5.20177e+00 4.26131e+00
 4.54192e+00 3.83684e+00 3.67822e+00 4.22239e+00 3.47428e+00 4.55587e+00
 3.69695e+00 1.35222e+01 4.89822e+00 5.66998e+00 6.53876e+00 9.23230e+00
 8.26725e+00 1.11081e+01 1.84982e+01 1.96091e+01 1.52880e+01 9.82349e+00
 2.36482e+01 1.78667e+01 8.89762e+01 1.58744e+01 9.18702e+00 7.99248e+00
 2.00849e+01 1.68118e+01 2.43938e+01 2.25971e+01 1.43337e+01 8.15174e+00
 6.96215e+00 5.29305e+00 1.15779e+01 8.64476e+00 1.33598e+01 8.71675e+00
 5.87205e+00 7.67202e+00 3.83518e+01 9.91655e+00 2.50461e+01 1.42362e+01
 9.59571e+00 2.48017e+01 4.15292e+01 6.79208e+01 2.07162e+01 1.19511e+01
 7.40389e+00 1.44383e+01 5.11358e+01 1.40507e+01 1.88110e+01 2.86558e+01
 4.57461e+01 1.80846e+01 1.08342e+01 2.59406e+01 7.35341e+01 1.18123e+01
 1.10874e+01 7.02259e+00 1.20482e+01 7.05042e+00 8.79212e+00 1.58603e+01
 1.22472e+01 3.76619e+01 7.36711e+00 9.33889e+00 8.49213e+00 1.00623e+01
 6.44405e+00 5.58107e+00 1.39134e+01 1.11604e+01 1.44208e+01 1.51772e+01
 1.36781e+01 9.39063e+00 2.20511e+01 9.72418e+00 5.66637e+00 9.96654e+00
 1.28023e+01 1.06718e+01 6.28807e+00 9.92485e+00 9.32909e+00 7.52601e+00
 6.71772e+00 5.44114e+00 5.09017e+00 8.24809e+00 9.51363e+00 4.75237e+00
 4.66883e+00 8.20058e+00 7.75223e+00 6.80117e+00 4.81213e+00 3.69311e+00
 6.65492e+00 5.82115e+00 7.83932e+00 3.16360e+00 3.77498e+00 4.42228e+00
 1.55757e+01 1.30751e+01 4.34879e+00 4.03841e+00 3.56868e+00 4.64689e+00
 8.05579e+00 6.39312e+00 4.87141e+00 1.50234e+01 1.02330e+01 1.43337e+01
 5.82401e+00 5.70818e+00 5.73116e+00 2.81838e+00 2.37857e+00 3.67367e+00
 5.69175e+00 4.83567e+00 1.50860e-01 1.83370e-01 2.07460e-01 1.05740e-01
 1.11320e-01 1.73310e-01 2.79570e-01 1.78990e-01 2.89600e-01 2.68380e-01
 2.39120e-01 1.77830e-01 2.24380e-01 6.26300e-02 4.52700e-02 6.07600e-02
 1.09590e-01 4.74100e-02].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
233,2022-05-09 05:11:25,y_pred = model.predect(X),AttributeError: 'LinearRegression' object has no attribute 'predect'
234,2022-05-09 05:11:35,"plt.scatter(df['部屋数'], df['住宅価格'], alpha=0.3)",NameError: name 'df' is not defined
235,2022-05-09 05:11:38,"plt.scatter(df['部屋数'], df['住宅価格'], alpha=0.3)",NameError: name 'df' is not defined
236,2022-05-09 05:11:46,"r2 = r2_scpre(y, y_pred)",NameError: name 'r2_scpre' is not defined
237,2022-05-09 05:11:50,"plt.scatter(df['部屋数'], df['住宅価格'], alpha=0.3)",NameError: name 'df' is not defined
238,2022-05-09 05:11:52,"plt.scatter(df['部屋数'], df['住宅価格'], alpha=0.3)",NameError: name 'df' is not defined
239,2022-05-09 05:11:56,"plt.scatter(df['部屋数'], df['住宅価格'], alpha=0.3)",NameError: name 'df' is not defined
240,2022-05-09 05:11:57,"plt.scatter(df['部屋数'], df['住宅価格'], alpha=0.3)",NameError: name 'df' is not defined
241,2022-05-09 05:11:59,y_pred = model.predect(X),AttributeError: 'LinearRegression' object has no attribute 'predect'
242,2022-05-09 05:12:27,X = df[['通勤時間']],"KeyError: ""None of [Index(['通勤時間'], dtype='object')] are in the [columns]"""
243,2022-05-09 05:12:27,y_pred = model.predect(X),AttributeError: 'LinearRegression' object has no attribute 'predect'
244,2022-05-09 05:12:28,,KeyboardInterrupt: 
245,2022-05-09 05:12:29,"model.fit(X, y)","ValueError: Expected 2D array, got 1D array instead:
array=[ 4.98  9.14  4.03  2.94  5.33  5.21 12.43 19.15 29.93 17.1  20.45 13.27
 15.71  8.26 10.26  8.47  6.58 14.67 11.69 11.28 21.02 13.83 18.72 19.88
 16.3  16.51 14.81 17.28 12.8  11.98 22.6  13.04 27.71 18.35 20.34  9.68
 11.41  8.77 10.13  4.32  1.98  4.84  5.81  7.44  9.55 10.21 14.15 18.8
 30.81 16.2  13.45  9.43  5.28  8.43 14.8   4.81  5.77  3.95  6.86  9.22
 13.15 14.44  6.73  9.5   8.05  4.67 10.24  8.1  13.09  8.79  6.72  9.88
  5.52  7.54  6.78  8.94 11.97 10.27 12.34  9.1   5.29  7.22  6.72  7.51
  9.62  6.53 12.86  8.44  5.5   5.7   8.81  8.2   8.16  6.21 10.59  6.65
 11.34  4.21  3.57  6.19  9.42  7.67 10.63 13.44 12.33 16.47 18.66 14.09
 12.27 15.55 13.   10.16 16.21 17.09 10.45 15.76 12.04 10.3  15.37 13.61
 14.37 14.27 17.93 25.41 17.58 14.81 27.26 17.19 15.39 18.34 12.6  12.26
 11.12 15.03 17.31 16.96 16.9  14.59 21.32 18.46 24.16 34.41 26.82 26.42
 29.29 27.8  16.65 29.53 28.32 21.45 14.1  13.28 12.12 15.79 15.12 15.02
 16.14  4.59  6.43  7.39  5.5   1.73  1.92  3.32 11.64  9.81  3.7  12.14
 11.1  11.32 14.43 12.03 14.69  9.04  9.64  5.33 10.11  6.29  6.92  5.04
  7.56  9.45  4.82  5.68 13.98 13.15  4.45  6.68  4.56  5.39  5.1   4.69
  2.87  5.03  4.38  2.97  4.08  8.61  6.62  4.56  4.45  7.43  3.11  3.81
  2.88 10.87 10.97 18.06 14.66 23.09 17.27 23.98 16.03  9.38 29.55  9.47
 13.51  9.69 17.92 10.5   9.71 21.46  9.93  7.6   4.14  4.63  3.13  6.36
  3.92  3.76 11.65  5.25  2.47  3.95  8.05 10.88  9.54  4.73  6.36  7.37
 11.38 12.4  11.22  5.19 12.5  18.46  9.16 10.15  9.52  6.56  5.9   3.59
  3.53  3.54  6.57  9.25  3.11  5.12  7.79  6.9   9.59  7.26  5.91 11.25
  8.1  10.45 14.79  7.44  3.16 13.65 13.    6.59  7.73  6.58  3.53  2.98
  6.05  4.16  7.19  4.85  3.76  4.59  3.01  3.16  7.85  8.23 12.93  7.14
  7.6   9.51  3.33  3.56  4.7   8.58 10.4   6.27  7.39 15.84  4.97  4.74
  6.07  9.5   8.67  4.86  6.93  8.93  6.47  7.53  4.54  9.97 12.64  5.98
 11.72  7.9   9.28 11.5  18.33 15.94 10.36 12.73  7.2   6.87  7.7  11.74
  6.12  5.08  6.15 12.79  9.97  7.34  9.09 12.43  7.83  5.68  6.75  8.01
  9.8  10.56  8.51  9.74  9.29  5.49  8.65  7.18  4.61 10.53 12.67  6.36
  5.99  5.89  5.98  5.49  7.79  4.5   8.05  5.57 17.6  13.27 11.48 12.67
  7.79 14.19 10.19 14.64  5.29  7.12 14.   13.33  3.26  3.73  2.96  9.53
  8.88 34.77 37.97 13.44 23.24 21.24 23.69 21.78 17.21 21.08 23.6  24.56
 30.63 30.81 28.28 31.99 30.62 20.85 17.11 18.76 25.68 15.17 16.35 17.12
 19.37 19.92 30.59 29.97 26.77 20.32 20.31 19.77 27.38 22.98 23.34 12.13
 26.4  19.78 10.11 21.22 34.37 20.08 36.98 29.05 25.79 26.64 20.62 22.74
 15.02 15.7  14.1  23.29 17.16 24.39 15.69 14.52 21.52 24.08 17.64 19.69
 12.03 16.22 15.17 23.27 18.05 26.45 34.02 22.88 22.11 19.52 16.59 18.85
 23.79 23.98 17.79 16.44 18.13 19.31 17.44 17.73 17.27 16.74 18.71 18.13
 19.01 16.94 16.23 14.7  16.42 14.65 13.99 10.29 13.22 14.13 17.15 21.32
 18.13 14.76 16.29 12.87 14.36 11.66 18.14 24.1  18.68 24.91 18.03 13.11
 10.74  7.74  7.01 10.42 13.34 10.58 14.98 11.45 18.06 23.97 29.68 18.07
 13.35 12.01 13.59 17.6  21.14 14.1  12.92 15.1  14.33  9.67  9.08  5.64
  6.48  7.88].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
246,2022-05-09 05:12:53,"X = df[['築年'],['通勤']]","TypeError: '(['築年'], ['通勤'])' is an invalid key"
247,2022-05-09 05:12:59,X = df[['川辺']] #一つ選ぶ,"KeyError: ""None of [Index(['川辺'], dtype='object')] are in the [columns]"""
248,2022-05-09 05:13:03,"plt.scatter(y,y_predf, color='red',alpha=0.3)",NameError: name 'y_predf' is not defined
249,2022-05-09 05:13:10,X = df[['低所得']],"KeyError: ""None of [Index(['低所得'], dtype='object')] are in the [columns]"""
250,2022-05-09 05:13:20,X = df[['通勤時間']],"KeyError: ""None of [Index(['通勤時間'], dtype='object')] are in the [columns]"""
251,2022-05-09 05:13:36,model=Lineararegression(),NameError: name 'Lineararegression' is not defined
252,2022-05-09 05:13:51,X = df[['黒人']],"KeyError: ""None of [Index(['黒人'], dtype='object')] are in the [columns]"""
253,2022-05-09 05:13:51,X = df['通勤時間'],KeyError: '通勤時間'
254,2022-05-09 05:14:13,X = df[['川辺']],"KeyError: ""None of [Index(['川辺'], dtype='object')] are in the [columns]"""
255,2022-05-09 05:14:52,"X = df[['通勤', '教員']]  # 説明変数","KeyError: ""['教員'] not in index"""
256,2022-05-09 05:15:01,model = LinearRegression(x),TypeError: __init__() takes 1 positional argument but 2 were given
257,2022-05-09 05:15:17,X = df[['教員']]  # 説明変数,"KeyError: ""None of [Index(['教員'], dtype='object')] are in the [columns]"""
258,2022-05-09 05:15:20,X=df[['学校']],"KeyError: ""None of [Index(['学校'], dtype='object')] are in the [columns]"""
259,2022-05-09 05:15:24,"X = df[['通勤', '教員']]  # 説明変数","KeyError: ""['教員'] not in index"""
260,2022-05-09 05:15:47,"X = df[['通勤', '教員']]  # 説明変数","KeyError: ""['教員'] not in index"""
261,2022-05-09 05:16:18,y_pred=model.preddict(X),AttributeError: 'LinearRegression' object has no attribute 'preddict'
262,2022-05-09 05:16:28,y_pred=model.preddict(X),AttributeError: 'LinearRegression' object has no attribute 'preddict'
263,2022-05-09 05:16:48,"X = df[['通勤', '教員']]  # 説明変数","KeyError: ""['教員'] not in index"""
264,2022-05-09 05:17:07,"model.fit(X, y)","ValueError: Expected 2D array, got 1D array instead:
array=[ 4.09    4.9671  4.9671  6.0622  6.0622  6.0622  5.5605  5.9505  6.0821
  6.5921  6.3467  6.2267  5.4509  4.7075  4.4619  4.4986  4.4986  4.2579
  3.7965  3.7965  3.7979  4.0123  3.9769  4.0952  4.3996  4.4546  4.682
  4.4534  4.4547  4.239   4.233   4.175   3.99    3.7872  3.7598  3.3603
  3.3779  3.9342  3.8473  5.4011  5.4011  5.7209  5.7209  5.7209  5.7209
  5.1004  5.1004  5.6894  5.87    6.0877  6.8147  6.8147  6.8147  6.8147
  7.3197  8.6966  9.1876  8.3248  7.8148  6.932   7.2254  6.8185  7.2255
  7.9809  9.2229  6.6115  6.6115  6.498   6.498   6.498   5.2873  5.2873
  5.2873  5.2873  4.2515  4.5026  4.0522  4.0905  5.0141  4.5026  5.4007
  5.4007  5.4007  5.4007  4.7794  4.4377  4.4272  3.7476  3.4217  3.4145
  3.0923  3.0921  3.6659  3.6659  3.615   3.4952  3.4952  3.4952  3.4952
  3.4952  2.7778  2.8561  2.7147  2.7147  2.421   2.1069  2.211   2.1224
  2.4329  2.5451  2.7778  2.6775  2.3534  2.548   2.2565  2.4631  2.7301
  2.7474  2.4775  2.7592  2.2577  2.1974  2.0869  1.9444  2.0063  1.9929
  1.7572  1.7883  1.8125  1.9799  2.1185  2.271   2.3274  2.4699  2.346
  2.1107  1.9669  1.8498  1.6686  1.6687  1.6119  1.4394  1.3216  1.4118
  1.3459  1.4191  1.5166  1.4608  1.5296  1.5257  1.618   1.5916  1.6102
  1.6232  1.7494  1.7455  1.7364  1.8773  1.7573  1.7659  1.7984  1.9709
  2.0407  2.162   2.422   2.2834  2.0459  2.4259  2.1     2.2625  2.4259
  2.3887  2.5961  2.6463  2.7019  3.1323  3.5549  3.3175  2.9153  2.829
  2.741   2.5979  2.7006  2.847   2.9879  3.2797  3.1992  3.7886  4.5667
  4.5667  6.4798  6.4798  6.4798  6.2196  6.2196  5.6484  7.309   7.309
  7.309   7.6534  7.6534  6.27    6.27    5.118   5.118   3.9454  4.3549
  4.3549  4.2392  3.875   3.8771  3.665   3.6526  3.9454  3.5875  3.9454
  3.1121  3.4211  2.8893  3.3633  2.8617  3.048   3.2721  3.2721  2.8944
  2.8944  3.2157  3.2157  3.3751  3.3751  3.6715  3.6715  3.8384  3.6519
  3.6519  3.6519  4.148   4.148   6.1899  6.1899  6.3361  6.3361  7.0355
  7.0355  7.9549  7.9549  8.0555  8.0555  7.8265  7.8265  7.3967  7.3967
  8.9067  8.9067  9.2203  9.2203  6.3361  1.801   1.8946  2.0107  2.1121
  2.1398  2.2885  2.0788  1.9301  1.9865  2.1329  2.4216  2.872   3.9175
  4.429   4.429   3.9175  4.3665  4.0776  4.2673  4.7872  4.8628  4.1403
  4.1007  4.6947  5.2447  5.2119  5.885   7.3073  7.3073  9.0892  7.3172
  7.3172  7.3172  5.1167  5.1167  5.1167  5.5027  5.5027  5.9604  5.9604
  6.32    7.8278  7.8278  7.8278  5.4917  5.4917  5.4917  4.022   3.37
  3.0992  3.1827  3.3175  3.1025  2.5194  2.6403  2.834   3.2628  3.6023
  3.945   3.9986  4.0317  3.5325  4.0019  4.5404  4.5404  4.7211  4.7211
  4.7211  5.4159  5.4159  5.4159  5.2146  5.2146  5.8736  6.6407  6.6407
  6.4584  6.4584  5.9853  5.2311  5.615   4.8122  4.8122  4.8122  7.0379
  6.2669  5.7321  6.4654  8.0136  8.0136  8.5353  8.344   8.7921  8.7921
 10.7103 10.7103 12.1265 10.5857 10.5857  2.1222  2.5052  2.7227  2.5091
  2.5182  2.2955  2.1036  1.9047  1.9047  1.6132  1.7523  1.5106  1.3325
  1.3567  1.2024  1.1691  1.1296  1.1742  1.137   1.3163  1.3449  1.358
  1.3861  1.3861  1.4165  1.5192  1.5804  1.5331  1.4395  1.4261  1.4672
  1.5184  1.5895  1.7281  1.9265  2.1678  1.77    1.7912  1.7821  1.7257
  1.6768  1.6334  1.4896  1.5004  1.5888  1.5741  1.639   1.7028  1.6074
  1.4254  1.1781  1.2852  1.4547  1.4655  1.413   1.5275  1.5539  1.5894
  1.6582  1.8347  1.8195  1.6475  1.8026  1.794   1.8589  1.8746  1.9512
  2.0218  2.0635  1.9096  1.9976  1.8629  1.9356  1.9682  2.0527  2.0882
  2.2004  2.3158  2.2222  2.1247  2.0026  1.9142  1.8206  1.8172  1.8662
  2.0651  2.0048  1.9784  1.8956  1.9879  2.072   2.198   2.2616  2.185
  2.3236  2.3552  2.3682  2.4527  2.4961  2.4358  2.5806  2.7792  2.7831
  2.7175  2.5975  2.5671  2.7344  2.8016  2.9634  3.0665  2.8715  2.5403
  2.9084  2.8237  3.0334  3.0993  2.8965  2.5329  2.4298  2.206   2.3053
  2.1007  2.1705  1.9512  3.4242  3.3317  3.4106  4.0983  3.724   3.9917
  3.5459  3.1523  1.8209  1.7554  1.8226  1.8681  2.1099  2.3817  2.3817
  2.7986  2.7986  2.8927  2.4091  2.3999  2.4982  2.4786  2.2875  2.1675
  2.3889  2.505 ].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
265,2022-05-09 05:17:10,"X = df[['通勤', '教員']]  # 説明変数","KeyError: ""['教員'] not in index"""
266,2022-05-09 05:17:17,"X = df[['通勤', '教員']]  # 二つ選ぶ","KeyError: ""['教員'] not in index"""
267,2022-05-09 05:17:20,"X = df[['通勤', '教員']]  # 説明変数","KeyError: ""['教員'] not in index"""
